"","Entry","Yield","SE","CI_L","CI_U"
"448","MON201375-MON101065-MON101082-MON101068",192.307400001636,13.7546881398083,165.343757320672,219.271042682601
"449","MON201376-MON101065-MON101082-MON101068",194.764400001636,13.7546881398083,167.800757320672,221.728042682601
"450","MON201377-MON101065-MON101082-MON101068",182.766775001636,13.7546881398083,155.803132320672,209.730417682601
"451","MON201378-MON101065-MON101082-MON101068",179.986400001636,13.7546881398083,153.022757320672,206.950042682601
"452","MON201379-MON101065-MON101082-MON101068",185.334850001636,13.7546881398083,158.371207320672,212.298492682601
"453","MON201380-MON101065-MON101082-MON101068",179.201175001636,13.7546881398083,152.237532320672,206.164817682601
"454","MON201381-MON101065-MON101082-MON101068",190.855575001636,13.7546881398083,163.891932320672,217.819217682601
"455","MON201382-MON101065-MON101082-MON101068",174.459450001636,13.7546881398083,147.495807320672,201.423092682601
"456","MON201383-MON101065-MON101082-MON101068",190.841855329777,14.2724211553884,162.863288290343,218.820422369211
"457","MON201384-MON101065-MON101082-MON101068",172.952400001636,13.7546881398083,145.988757320672,199.916042682601
"458","MON201385-MON101065-MON101082-MON101068",184.855475001636,13.7546881398083,157.891832320672,211.819117682601
"459","MON201386-MON101065-MON101082-MON101068",186.953800001636,13.7546881398083,159.990157320672,213.917442682601
"460","MON201387-MON101065-MON101082-MON101068",192.869300001636,13.7546881398083,165.905657320672,219.832942682601
"461","MON201388-MON101065-MON101082-MON101068",189.143875001636,13.7546881398083,162.180232320672,216.107517682601
"462","MON201389-MON101065-MON101082-MON101068",187.866575001636,13.7546881398083,160.902932320672,214.830217682601
"463","MON201390-MON101065-MON101082-MON101068",187.843965935967,14.2724220108878,159.865397219477,215.822534652456
"464","MON201391-MON101065-MON101082-MON101068",185.193300001636,13.7546881398083,158.229657320672,212.156942682601
"465","MON201392-MON101065-MON101082-MON101068",189.616600001636,13.7546881398083,162.652957320672,216.580242682601
"466","MON201393-MON101065-MON101082-MON101068",182.248750001636,13.7546881398083,155.285107320672,209.212392682601
"467","MON201394-MON101065-MON101082-MON101068",191.841950001636,13.7546881398083,164.878307320672,218.805592682601
"468","MON201395-MON101065-MON101082-MON101068",196.710988663111,14.2724211553884,168.732421623677,224.689555702545
"469","MON201396-MON101065-MON101082-MON101068",176.355800001636,13.7546881398083,149.392157320672,203.319442682601
"470","MON201397-MON101065-MON101082-MON101068",189.465700001636,13.7546881398083,162.502057320672,216.429342682601
"471","MON201398-MON101065-MON101082-MON101068",189.025225001636,13.7546881398083,162.061582320672,215.988867682601
"472","MON201399-MON101065-MON101082-MON101068",181.771500001636,13.7546881398083,154.807857320672,208.735142682601
"473","MON201400-MON101065-MON101082-MON101068",187.957875001636,13.7546881398083,160.994232320672,214.921517682601
"474","MON201401-MON101065-MON101082-MON101068",186.868150001636,13.7546881398083,159.904507320672,213.831792682601
"475","MON201402-MON101065-MON101082-MON101068",199.502075001636,13.7546881398083,172.538432320672,226.465717682601
"476","MON201403-MON101065-MON101082-MON101068",174.307975001636,13.7546881398083,147.344332320672,201.271617682601
"477","MON201404-MON101065-MON101082-MON101068",199.313825001636,13.7546881398083,172.350182320672,226.277467682601
"478","MON201405-MON101065-MON101082-MON101068",190.056150001636,13.7546881398083,163.092507320672,217.019792682601
"479","MON201406-MON101065-MON101082-MON101068",193.621850001636,13.7546881398083,166.658207320672,220.585492682601
"480","MON201407-MON101065-MON101082-MON101068",188.332900001636,13.7546881398083,161.369257320672,215.296542682601
"481","MON201408-MON101065-MON101082-MON101068",184.575150001636,13.7546881398083,157.611507320672,211.538792682601
"482","MON201409-MON101065-MON101082-MON101068",185.130275001636,13.7546881398083,158.166632320672,212.093917682601
"483","MON201410-MON101065-MON101082-MON101068",188.888350001636,13.7546881398083,161.924707320672,215.851992682601
"484","MON201411-MON101065-MON101082-MON101068",196.495325001636,13.7546881398083,169.531682320672,223.458967682601
"485","MON201412-MON101065-MON101082-MON101068",194.701125001636,13.7546881398083,167.737482320672,221.664767682601
"486","MON201413-MON101065-MON101082-MON101068",189.627825001636,13.7546881398083,162.664182320672,216.591467682601
"487","MON201414-MON101065-MON101082-MON101068",198.419050001636,13.7546881398083,171.455407320672,225.382692682601
"488","MON201415-MON101065-MON101082-MON101068",200.445200001636,13.7546881398083,173.481557320672,227.408842682601
"489","MON201416-MON101065-MON101082-MON101068",191.489988663111,14.2724211553884,163.511421623677,219.468555702545
"490","MON201417-MON101065-MON101082-MON101068",190.142800001636,13.7546881398083,163.179157320672,217.106442682601
"491","MON201418-MON101065-MON101082-MON101068",197.568225001636,13.7546881398083,170.604582320672,224.531867682601
"492","MON201419-MON101065-MON101082-MON101068",187.800225001636,13.7546881398083,160.836582320672,214.763867682601
"493","MON201420-MON101065-MON101082-MON101068",179.598700001636,13.7546881398083,152.635057320672,206.562342682601
"494","MON201421-MON101065-MON101082-MON101068",191.851875001636,13.7546881398083,164.888232320672,218.815517682601
"495","MON201422-MON101065-MON101082-MON101068",177.179900001636,13.7546881398083,150.216257320672,204.143542682601
"496","MON201423-MON101065-MON101082-MON101068",184.032625001636,13.7546881398083,157.068982320672,210.996267682601
"497","MON201424-MON101065-MON101082-MON101068",191.404175001636,13.7546881398083,164.440532320672,218.367817682601
"498","MON201425-MON101065-MON101082-MON101068",195.440400001636,13.7546881398083,168.476757320672,222.404042682601
"499","MON201426-MON101065-MON101082-MON101068",192.110775001636,13.7546881398083,165.147132320672,219.074417682601
"500","MON201427-MON101065-MON101082-MON101068",191.667300001636,13.7546881398083,164.703657320672,218.630942682601
"501","MON201428-MON101065-MON101082-MON101068",194.055275001636,13.7546881398083,167.091632320672,221.018917682601
"502","MON201429-MON101065-MON101082-MON101068",187.865325001636,13.7546881398083,160.901682320672,214.828967682601
"503","MON201430-MON101065-MON101082-MON101068",185.189425001636,13.7546881398083,158.225782320672,212.153067682601
"504","MON201431-MON101065-MON101082-MON101068",191.235975001636,13.7546881398083,164.272332320672,218.199617682601
"505","MON201432-MON101065-MON101082-MON101068",192.220950001636,13.7546881398083,165.257307320672,219.184592682601
"506","MON201433-MON101065-MON101082-MON101068",190.617750001636,13.7546881398083,163.654107320672,217.581392682601
"507","MON201434-MON101065-MON101082-MON101068",182.804525001636,13.7546881398083,155.840882320672,209.768167682601
"508","MON201435-MON101065-MON101082-MON101068",194.400000001636,13.7546881398083,167.436357320672,221.363642682601
"509","MON201436-MON101065-MON101082-MON101068",182.707775001637,13.7546881398083,155.744132320672,209.671417682601
"510","MON201437-MON101065-MON101082-MON101068",181.588575001636,13.7546881398083,154.624932320672,208.552217682601
"511","MON201438-MON101065-MON101082-MON101068",190.951675001636,13.7546881398083,163.988032320672,217.915317682601
"512","MON201439-MON101065-MON101082-MON101068",177.696075001637,13.7546881398083,150.732432320672,204.659717682601
"513","MON201440-MON101065-MON101082-MON101068",181.417500001637,13.7546881398083,154.453857320672,208.381142682601
"514","MON201441-MON101065-MON101082-MON101068",188.518200001636,13.7546881398083,161.554557320672,215.481842682601
"515","MON201442-MON101065-MON101082-MON101068",190.720200001636,13.7546881398083,163.756557320672,217.683842682601
"516","MON201443-MON101065-MON101082-MON101068",193.366700001636,13.7546881398083,166.403057320672,220.330342682601
"517","MON201444-MON101065-MON101082-MON101068",191.807400001636,13.7546881398083,164.843757320672,218.771042682601
"518","MON201445-MON101065-MON101082-MON101068",188.407155329777,14.2724211553885,160.428588290343,216.385722369211
"519","MON201446-MON101065-MON101082-MON101068",189.636875001636,13.7546881398083,162.673232320672,216.600517682601
"520","MON201447-MON101065-MON101082-MON101068",190.504975001636,13.7546881398083,163.541332320672,217.468617682601
"521","MON201448-MON101065-MON101082-MON101068",191.357725001636,13.7546881398083,164.394082320672,218.321367682601
"522","MON201449-MON101065-MON101082-MON101068",182.995150001636,13.7546881398083,156.031507320672,209.958792682601
"523","MON201450-MON101065-MON101082-MON101068",194.844475001636,13.7546881398083,167.880832320672,221.808117682601
"524","MON201451-MON101065-MON101082-MON101068",175.489150001636,13.7546881398083,148.525507320672,202.452792682601
"525","MON201452-MON101065-MON101082-MON101068",192.733525001636,13.7546881398083,165.769882320672,219.697167682601
"526","MON201453-MON101065-MON101082-MON101068",189.594483801285,15.2552702629195,159.689214253193,219.499753349377
"527","MON201454-MON101065-MON101082-MON101068",188.117475001636,13.7546881398083,161.153832320672,215.081117682601
"528","MON201455-MON101065-MON101082-MON101068",186.647425001636,13.7546881398083,159.683782320672,213.611067682601
"529","MON201456-MON101065-MON101082-MON101068",181.387400001636,13.7546881398083,154.423757320672,208.351042682601
"530","MON201457-MON101065-MON101082-MON101068",181.654050001636,13.7546881398083,154.690407320672,208.617692682601
"531","MON201458-MON101065-MON101082-MON101068",182.104375001636,13.7546881398083,155.140732320672,209.068017682601
"532","MON201459-MON101065-MON101082-MON101068",188.300225001636,13.7546881398083,161.336582320672,215.263867682601
"533","MON201460-MON101065-MON101082-MON101068",188.860725001636,13.7546881398083,161.897082320672,215.824367682601
"534","MON201461-MON101065-MON101082-MON101068",188.455325001636,13.7546881398083,161.491682320672,215.418967682601
"535","MON201462-MON101065-MON101082-MON101068",192.737850001636,13.7546881398083,165.774207320672,219.701492682601
"536","MON201463-MON101065-MON101082-MON101068",194.200525001636,13.7546881398083,167.236882320672,221.164167682601
"537","MON201464-MON101065-MON101082-MON101068",190.727850001636,13.7546881398083,163.764207320672,217.691492682601
"538","MON201465-MON101065-MON101082-MON101068",186.064500001636,13.7546881398083,159.100857320672,213.028142682601
"539","MON201466-MON101065-MON101082-MON101068",189.755850001636,13.7546881398083,162.792207320672,216.719492682601
"540","MON201467-MON101065-MON101082-MON101068",180.071875001636,13.7546881398083,153.108232320672,207.035517682601
"541","MON201468-MON101065-MON101082-MON101068",195.083550001636,13.7546881398083,168.119907320672,222.047192682601
"542","MON201469-MON101065-MON101082-MON101068",190.235700001636,13.7546881398083,163.272057320672,217.199342682601
"543","MON201470-MON101065-MON101082-MON101068",193.175375001636,13.7546881398083,166.211732320672,220.139017682601
"544","MON201471-MON101065-MON101082-MON101068",194.176150001636,13.7546881398083,167.212507320672,221.139792682601
"545","MON201472-MON101065-MON101082-MON101068",181.102532602634,14.2724220108878,153.123963886144,209.081101319123
"546","MON201473-MON101065-MON101082-MON101068",191.128175001636,13.7546881398083,164.164532320672,218.091817682601
"547","MON201474-MON101065-MON101082-MON101068",174.326933873261,14.2724191474337,146.348370770068,202.305496976453
"548","MON201475-MON101065-MON101082-MON101068",196.958575001636,13.7546881398083,169.994932320672,223.922217682601
"549","MON201476-MON101065-MON101082-MON101068",178.329400001636,13.7546881398083,151.365757320672,205.293042682601
"550","MON201477-MON101065-MON101082-MON101068",189.612575001636,13.7546881398083,162.648932320672,216.576217682601
"551","MON201478-MON101065-MON101082-MON101068",188.462050001636,13.7546881398083,161.498407320672,215.425692682601
"552","MON201479-MON101065-MON101082-MON101068",182.751433873261,14.2724191474337,154.772870770068,210.729996976453
"553","MON201480-MON101065-MON101082-MON101068",190.970775001636,13.7546881398083,164.007132320672,217.934417682601
"554","MON201481-MON101065-MON101082-MON101068",187.305100001636,13.7546881398083,160.341457320672,214.268742682601
"555","MON201482-MON101065-MON101082-MON101068",184.388325001637,13.7546881398083,157.424682320672,211.351967682601
"556","MON201483-MON101065-MON101082-MON101068",180.463975001636,13.7546881398083,153.500332320672,207.427617682601
"557","MON201484-MON101065-MON101082-MON101068",181.407932602634,14.2724220108878,153.429363886144,209.386501319123
"558","MON201485-MON101065-MON101082-MON101068",189.228700001636,13.7546881398083,162.265057320672,216.192342682601
"559","MON201486-MON101065-MON101082-MON101068",188.242575001636,13.7546881398083,161.278932320672,215.206217682601
"560","MON201487-MON101065-MON101082-MON101068",178.711200001637,13.7546881398083,151.747557320672,205.674842682601
"561","MON201488-MON101065-MON101082-MON101068",188.789600001637,13.7546881398083,161.825957320672,215.753242682601
"562","MON201489-MON101065-MON101082-MON101068",187.545332602634,14.2724220108878,159.566763886144,215.523901319123
"563","MON201490-MON101065-MON101082-MON101068",190.966500001636,13.7546881398083,164.002857320672,217.930142682601
"564","MON201492-MON101065-MON101082-MON101068",203.376650001636,13.7546881398083,176.413007320672,230.340292682601
"565","MON201496-MON101065-MON101082-MON101068",181.056175001636,13.7546881398083,154.092532320672,208.019817682601
"566","MON201497-MON101065-MON101082-MON101068",179.306675001636,13.7546881398083,152.343032320672,206.270317682601
"567","MON201498-MON101065-MON101082-MON101068",197.013100001636,13.7546881398083,170.049457320672,223.976742682601
"568","MON201499-MON101065-MON101082-MON101068",190.290333873261,14.2724191474337,162.311770770068,218.268896976453
"569","MON201500-MON101065-MON101082-MON101068",198.314700539928,14.2724191474337,170.336137436735,226.29326364312
"570","MON201501-MON101065-MON101082-MON101068",187.598450001636,13.7546881398083,160.634807320672,214.562092682601
"571","MON201502-MON101065-MON101082-MON101068",181.058375001636,13.7546881398083,154.094732320672,208.022017682601
"572","MON201503-MON101065-MON101082-MON101068",170.036550001636,13.7546881398083,143.072907320672,197.000192682601
"573","MON201504-MON101065-MON101082-MON101068",194.462000001636,13.7546881398083,167.498357320672,221.425642682601
"574","MON201505-MON101065-MON101082-MON101068",179.894650001636,13.7546881398083,152.931007320672,206.858292682601
"575","MON201506-MON101065-MON101082-MON101068",177.351075001636,13.7546881398083,150.387432320672,204.314717682601
"576","MON201507-MON101065-MON101082-MON101068",175.964925001636,13.7546881398083,149.001282320672,202.928567682601
"577","MON201508-MON101065-MON101082-MON101068",185.245975001636,13.7546881398083,158.282332320672,212.209617682601
"578","MON201509-MON101065-MON101082-MON101068",192.233100001636,13.7546881398083,165.269457320672,219.196742682601
"579","MON201510-MON101065-MON101082-MON101068",185.118375001636,13.7546881398083,158.154732320672,212.082017682601
"580","MON201511-MON101065-MON101082-MON101068",187.750300001636,13.7546881398083,160.786657320672,214.713942682601
"581","MON201512-MON101065-MON101082-MON101068",181.699567206594,14.2724191474337,153.721004103402,209.678130309787
"582","MON201513-MON101065-MON101082-MON101068",194.142100001636,13.7546881398083,167.178457320672,221.105742682601
"583","MON201514-MON101065-MON101082-MON101068",194.143267206594,14.2724191474337,166.164704103402,222.121830309787
"584","MON201515-MON101065-MON101082-MON101068",177.567325001636,13.7546881398083,150.603682320672,204.530967682601
"585","MON201516-MON101065-MON101082-MON101068",186.400825001636,13.7546881398083,159.437182320672,213.364467682601
"586","MON201517-MON101065-MON101082-MON101068",177.440550001636,13.7546881398083,150.476907320672,204.404192682601
"587","MON201518-MON101065-MON101082-MON101068",176.097050001636,13.7546881398083,149.133407320672,203.060692682601
"588","MON201519-MON101065-MON101082-MON101068",192.985850001636,13.7546881398083,166.022207320672,219.949492682601
"589","MON201520-MON101065-MON101082-MON101068",173.922275001636,13.7546881398083,146.958632320672,200.885917682601
"590","MON201521-MON101065-MON101082-MON101068",185.411800001636,13.7546881398083,158.448157320672,212.375442682601
"591","MON201522-MON101065-MON101082-MON101068",193.495175001636,13.7546881398083,166.531532320672,220.458817682601
"592","MON201523-MON101065-MON101082-MON101068",184.865250001636,13.7546881398083,157.901607320672,211.828892682601
"593","MON201524-MON101065-MON101082-MON101068",182.203175001636,13.7546881398083,155.239532320672,209.166817682601
"594","MON201525-MON101065-MON101082-MON101068",191.343925001636,13.7546881398083,164.380282320672,218.307567682601
"595","MON201526-MON101065-MON101082-MON101068",195.275555329777,14.2724211553884,167.296988290343,223.254122369211
"596","MON201527-MON101065-MON101082-MON101068",188.483025001636,13.7546881398083,161.519382320672,215.446667682601
"597","MON201528-MON101065-MON101082-MON101068",181.363633873261,14.2724191474337,153.385070770068,209.342196976453
"598","MON201529-MON101065-MON101082-MON101068",177.136450001636,13.7546881398083,150.172807320672,204.100092682601
"599","MON201530-MON101065-MON101082-MON101068",183.333525001636,13.7546881398083,156.369882320672,210.297167682601
"600","MON201531-MON101065-MON101082-MON101068",176.766000001636,13.7546881398083,149.802357320672,203.729642682601
"601","MON201532-MON101065-MON101082-MON101068",199.224000001636,13.7546881398083,172.260357320672,226.187642682601
"602","MON201533-MON101065-MON101082-MON101068",185.310525001636,13.7546881398083,158.346882320672,212.274167682601
"603","MON201534-MON101065-MON101082-MON101068",186.633800001636,13.7546881398083,159.670157320672,213.597442682601
"604","MON201535-MON101065-MON101082-MON101068",175.387400001636,13.7546881398083,148.423757320672,202.351042682601
"605","MON201536-MON101065-MON101082-MON101068",182.096625001636,13.7546881398083,155.132982320672,209.060267682601
"606","MON201537-MON101065-MON101082-MON101068",199.839733873261,14.2724191474337,171.861170770068,227.818296976453
"607","MON201538-MON101065-MON101082-MON101068",186.265200001636,13.7546881398083,159.301557320672,213.228842682601
"608","MON201539-MON101065-MON101082-MON101068",183.178100001636,13.7546881398083,156.214457320672,210.141742682601
"609","MON201540-MON101065-MON101082-MON101068",197.167500001636,13.7546881398083,170.203857320672,224.131142682601
"610","MON201541-MON101065-MON101082-MON101068",174.382700001636,13.7546881398083,147.419057320672,201.346342682601
"611","MON201542-MON101065-MON101082-MON101068",165.797050001636,13.7546881398083,138.833407320672,192.760692682601
"612","MON201543-MON101065-MON101082-MON101068",184.807950001636,13.7546881398083,157.844307320672,211.771592682601
"613","MON201544-MON101065-MON101082-MON101068",194.373833873261,14.2724191474337,166.395270770068,222.352396976453
"614","MON201545-MON101065-MON101082-MON101068",198.708633873261,14.2724191474337,170.730070770068,226.687196976453
"615","MON201546-MON101065-MON101082-MON101068",190.236550001636,13.7546881398083,163.272907320672,217.200192682601
"616","MON201547-MON101065-MON101082-MON101068",180.596075001636,13.7546881398083,153.632432320672,207.559717682601
"617","MON201548-MON101065-MON101082-MON101068",173.836150001636,13.7546881398083,146.872507320672,200.799792682601
"618","MON201549-MON101065-MON101082-MON101068",185.557325001636,13.7546881398083,158.593682320672,212.520967682601
"619","MON201550-MON101065-MON101082-MON101068",180.790775001636,13.7546881398083,153.827132320672,207.754417682601
"620","MON201551-MON101065-MON101082-MON101068",188.807675001636,13.7546881398083,161.844032320672,215.771317682601
"621","MON201552-MON101065-MON101082-MON101068",174.269075001636,13.7546881398083,147.305432320672,201.232717682601
"622","MON201553-MON101065-MON101082-MON101068",178.833167206594,14.2724191474337,150.854604103402,206.811730309787
"623","MON201554-MON101065-MON101082-MON101068",192.982375001636,13.7546881398083,166.018732320672,219.946017682601
"624","MON201555-MON101065-MON101082-MON101068",190.231633873261,14.2724191474337,162.253070770068,218.210196976453
"625","MON201556-MON101065-MON101082-MON101068",195.725400001636,13.7546881398083,168.761757320672,222.689042682601
"626","MON201557-MON101065-MON101082-MON101068",189.330250001636,13.7546881398083,162.366607320672,216.293892682601
"627","MON201558-MON101065-MON101082-MON101068",190.144050001636,13.7546881398083,163.180407320672,217.107692682601
"628","MON201559-MON101065-MON101082-MON101068",191.029425001636,13.7546881398083,164.065782320672,217.993067682601
"629","MON201560-MON101065-MON101082-MON101068",185.003125001636,13.7546881398083,158.039482320672,211.966767682601
"630","MON201561-MON101065-MON101082-MON101068",186.685700001636,13.7546881398083,159.722057320672,213.649342682601
"631","MON201562-MON101065-MON101082-MON101068",183.544575001636,13.7546881398083,156.580932320672,210.508217682601
"632","MON201563-MON101065-MON101082-MON101068",181.806633873261,14.2724191474337,153.828070770068,209.785196976453
"633","MON201564-MON101065-MON101082-MON101068",197.083175001636,13.7546881398083,170.119532320672,224.046817682601
"634","MON201565-MON101065-MON101082-MON101068",187.592300539928,14.2724191474337,159.613737436735,215.57086364312
"635","MON201566-MON101065-MON101082-MON101068",189.923500001636,13.7546881398083,162.959857320672,216.887142682601
"636","MON201567-MON101065-MON101082-MON101068",186.276725001636,13.7546881398083,159.313082320672,213.240367682601
"637","MON201568-MON101065-MON101082-MON101068",191.068350001636,13.7546881398083,164.104707320672,218.031992682601
"638","MON201569-MON101065-MON101082-MON101068",192.911225001636,13.7546881398083,165.947582320672,219.874867682601
"639","MON201570-MON101065-MON101082-MON101068",182.509775001636,13.7546881398083,155.546132320672,209.473417682601
"640","MON201571-MON101065-MON101082-MON101068",193.760833873261,14.2724191474337,165.782270770068,221.739396976453
"641","MON201572-MON101065-MON101082-MON101068",181.369350001636,13.7546881398083,154.405707320672,208.332992682601
"642","MON201573-MON101065-MON101082-MON101068",184.070775001636,13.7546881398083,157.107132320672,211.034417682601
"643","MON201574-MON101065-MON101082-MON101068",196.900033873261,14.2724191474337,168.921470770068,224.878596976453
"644","MON201575-MON101065-MON101082-MON101068",183.202625001636,13.7546881398083,156.238982320672,210.166267682601
"645","MON201576-MON101065-MON101082-MON101068",199.007125001636,13.7546881398083,172.043482320672,225.970767682601
"646","MON201577-MON101065-MON101082-MON101068",190.157975001636,13.7546881398083,163.194332320672,217.121617682601
"647","MON201578-MON101065-MON101082-MON101068",188.071800001636,13.7546881398083,161.108157320672,215.035442682601
"648","MON201579-MON101065-MON101082-MON101068",188.152500001636,13.7546881398083,161.188857320672,215.116142682601
"649","MON201580-MON101065-MON101082-MON101068",180.463475001636,13.7546881398083,153.499832320672,207.427117682601
"650","MON201581-MON101065-MON101082-MON101068",193.839000539927,14.2724191474337,165.860437436735,221.81756364312
"651","MON201582-MON101065-MON101082-MON101068",191.427950001636,13.7546881398083,164.464307320672,218.391592682601
"652","MON201583-MON101065-MON101082-MON101068",179.126725001636,13.7546881398083,152.163082320672,206.090367682601
"653","MON201584-MON101065-MON101082-MON101068",183.464700539927,14.2724191474337,155.486137436735,211.44326364312
"654","MON201585-MON101065-MON101082-MON101068",189.757450001636,13.7546881398083,162.793807320672,216.721092682601
"655","MON201586-MON101065-MON101082-MON101068",199.836665935967,14.2724220108878,171.858097219477,227.815234652457
"656","MON201587-MON101065-MON101082-MON101068",189.375750001636,13.7546881398083,162.412107320672,216.339392682601
"657","MON201588-MON101065-MON101082-MON101068",196.179350001636,13.7546881398083,169.215707320672,223.142992682601
"658","MON201589-MON101065-MON101082-MON101068",191.69744486754,14.2724192626335,163.718881538519,219.676008196562
"659","MON201590-MON101065-MON101082-MON101068",189.202700001636,13.7546881398083,162.239057320672,216.166342682601
"660","MON201591-MON101065-MON101082-MON101068",192.164575001636,13.7546881398083,165.200932320672,219.128217682601
"661","MON201592-MON101065-MON101082-MON101068",192.592978200874,14.2724192626335,164.614414871852,220.571541529895
"662","MON201593-MON101065-MON101082-MON101068",187.140150001636,13.7546881398083,160.176507320672,214.103792682601
"663","MON201594-MON101065-MON101082-MON101068",193.068178200874,14.2724192626335,165.089614871852,221.046741529895
"664","MON201595-MON101065-MON101082-MON101068",196.028678200874,14.2724192626335,168.050114871852,224.007241529895
"665","MON201596-MON101065-MON101082-MON101068",186.14804486754,14.2724192626335,158.169481538519,214.126608196562
"666","MON201597-MON101065-MON101082-MON101068",191.409725001636,13.7546881398083,164.446082320672,218.373367682601
"667","MON201598-MON101065-MON101082-MON101068",187.289125001636,13.7546881398083,160.325482320672,214.252767682601
"668","MON201599-MON101065-MON101082-MON101068",190.218911534207,14.2724192626335,162.240348205185,218.197474863228
"669","MON201600-MON101065-MON101082-MON101068",178.190075001636,13.7546881398083,151.226432320672,205.153717682601
"670","MON201601-MON101065-MON101082-MON101068",195.107275001636,13.7546881398083,168.143632320672,222.070917682601
"671","MON201602-MON101065-MON101082-MON101068",193.450465935967,14.2724220108878,165.471897219477,221.429034652457
"672","MON201603-MON101065-MON101082-MON101068",194.710125001636,13.7546881398083,167.746482320672,221.673767682601
"673","MON201604-MON101065-MON101082-MON101068",199.305500001636,13.7546881398083,172.341857320672,226.269142682601
"674","MON201605-MON101065-MON101082-MON101068",191.458475001636,13.7546881398083,164.494832320672,218.422117682601
"675","MON201606-MON101065-MON101082-MON101068",192.961950001636,13.7546881398083,165.998307320672,219.925592682601
"676","MON201607-MON101065-MON101082-MON101068",201.739675001636,13.7546881398083,174.776032320672,228.703317682601
"677","MON201608-MON101065-MON101082-MON101068",192.332225001636,13.7546881398083,165.368582320672,219.295867682601
"678","MON201609-MON101065-MON101082-MON101068",186.406750001636,13.7546881398083,159.443107320672,213.370392682601
"679","MON201610-MON101065-MON101082-MON101068",191.098475001636,13.7546881398083,164.134832320672,218.062117682601
"680","MON201611-MON101065-MON101082-MON101068",187.328275001636,13.7546881398083,160.364632320672,214.291917682601
"681","MON201612-MON101065-MON101082-MON101068",190.010575001636,13.7546881398083,163.046932320672,216.974217682601
"682","MON201613-MON101065-MON101082-MON101068",200.757975001636,13.7546881398083,173.794332320672,227.721617682601
"683","MON201614-MON101065-MON101082-MON101068",191.568625001636,13.7546881398083,164.604982320672,218.532267682601
"684","MON201615-MON101065-MON101082-MON101068",183.173578200874,14.2724192626335,155.195014871852,211.152141529895
"685","MON201616-MON101065-MON101082-MON101068",192.203325001636,13.7546881398083,165.239682320672,219.166967682601
"686","MON201617-MON101065-MON101082-MON101068",191.207125001636,13.7546881398083,164.243482320672,218.170767682601
"687","MON201618-MON101065-MON101082-MON101068",194.397600001636,13.7546881398083,167.433957320672,221.361242682601
"688","MON201619-MON101065-MON101082-MON101068",198.398450001636,13.7546881398083,171.434807320672,225.362092682601
"689","MON201620-MON101065-MON101082-MON101068",192.989625001636,13.7546881398083,166.025982320672,219.953267682601
"690","MON201621-MON101065-MON101082-MON101068",189.828350001636,13.7546881398083,162.864707320672,216.791992682601
"691","MON201622-MON101065-MON101082-MON101068",199.145425001636,13.7546881398083,172.181782320672,226.109067682601
"692","MON201623-MON101065-MON101082-MON101068",198.979450001636,13.7546881398083,172.015807320672,225.943092682601
"693","MON201624-MON101065-MON101082-MON101068",186.597755329777,14.2724211553885,158.619188290343,214.576322369211
"694","MON201625-MON101065-MON101082-MON101068",194.657750001636,13.7546881398083,167.694107320672,221.621392682601
"695","MON201626-MON101065-MON101082-MON101068",186.062078200874,14.2724192626335,158.083514871852,214.040641529895
"696","MON201627-MON101065-MON101082-MON101068",186.822875001636,13.7546881398083,159.859232320672,213.786517682601
"697","MON201628-MON101065-MON101082-MON101068",204.886465935967,14.2724220108878,176.907897219477,232.865034652457
"698","MON201629-MON101065-MON101082-MON101068",193.288000001636,13.7546881398083,166.324357320672,220.251642682601
"699","MON201630-MON101065-MON101082-MON101068",201.718675001636,13.7546881398083,174.755032320672,228.682317682601
"700","MON201631-MON101065-MON101082-MON101068",187.689175001636,13.7546881398083,160.725532320672,214.652817682601
"701","MON201632-MON101065-MON101082-MON101068",200.821825001636,13.7546881398083,173.858182320672,227.785467682601
"702","MON201633-MON101065-MON101082-MON101068",201.592000001636,13.7546881398083,174.628357320672,228.555642682601
"703","MON201634-MON101065-MON101082-MON101068",191.475425001636,13.7546881398083,164.511782320672,218.439067682601
"704","MON201635-MON101065-MON101082-MON101068",198.307150001636,13.7546881398083,171.343507320672,225.270792682601
"705","MON201636-MON101065-MON101082-MON101068",203.536200001636,13.7546881398083,176.572557320672,230.499842682601
"706","MON201637-MON101065-MON101082-MON101068",189.487475001636,13.7546881398083,162.523832320672,216.451117682601
"707","MON201638-MON101065-MON101082-MON101068",193.167375001636,13.7546881398083,166.203732320672,220.131017682601
"708","MON201639-MON101065-MON101082-MON101068",183.912425001636,13.7546881398083,156.948782320672,210.876067682601
"709","MON201640-MON101065-MON101082-MON101068",192.991900001636,13.7546881398083,166.028257320672,219.955542682601
"710","MON201641-MON101065-MON101082-MON101068",189.082575001636,13.7546881398083,162.118932320672,216.046217682601
"711","MON201642-MON101065-MON101082-MON101068",194.622700001636,13.7546881398083,167.659057320672,221.586342682601
"712","MON201643-MON101065-MON101082-MON101068",190.574575001636,13.7546881398083,163.610932320672,217.538217682601
"713","MON201644-MON101065-MON101082-MON101068",195.218450001636,13.7546881398083,168.254807320672,222.182092682601
"714","MON201645-MON101065-MON101082-MON101068",192.395325001636,13.7546881398083,165.431682320672,219.358967682601
"715","MON201646-MON101065-MON101082-MON101068",193.536875001636,13.7546881398083,166.573232320672,220.500517682601
