job_output_id,configuration_id,observation_code,subsite_id,end_time
"""1Y6v2PbCG43blDLY5PLbwgFN2Q8""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:00:49.834
"""1Y6v3oztPef41DKcJSdP8s94NiM""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:01:00.472
"""1Y6v5qwaQY7WZC7AXTNs9GmjhIl""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:01:15.896
"""1Y99ly44VIrdEsFTNccd90pSMSR""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:01:37.294
"""1Y6vLim3cNoA86MLCLjmXMx0xdz""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:03:24.154
"""1Y6vM77ksmAskyl21exHFUMp93N""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-21 09:03:26.704
"""1Y6vMNxGmcyiuyo6P6UZSEZDwwn""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-21 09:03:29.4
"""1Y6vMapxkur6nELJInd3oax58en""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 09:03:31.608
"""1Y6vN2qImL9V4qrfAaa9he59vV8""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:03:33.668
"""1Y6vNXir7VfRywqxgSN6vhvOcvM""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:03:37.899
"""1Y6vNk5raiD4A3oe6SFk9WsPUM7""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:03:39.971
"""1Y6vNySrXt3CtNmo8f5vC4VubqA""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-21 09:03:42.135
"""1Y6vOGkTxWOlqfNpieNHlbn0haJ""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-21 09:03:44.153
"""1Y6vOnKQbRU90KNWY5BueJT8dEe""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:03:48.327
"""1Y6vNIoNWdTdb5wxgGTb04hy5Zt""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:03:35.764
"""1Y6vOZa0InaTSej531AnhliCzy3""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 09:03:46.274
"""1Y6vzCAm5hS5Ma86dxa9e7rOcD5""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 09:08:37.752
"""1Y6vgy4pG4gfur7PNtbjau9v4Mf""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:06:13.088
"""1Y6veVp5XPl4vsmz2uja2W8qT04""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:05:52.275
"""1Y6vi671D51BpZGpRV2u6OdsAq8""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-21 09:06:22.046
"""1Y6xTokC3Dgwc6wALfcJL1qDn5s""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:20:53.635
"""1Y6vfDtVVl3YBSBl8T0r6GdtpdB""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-21 09:05:57.534
"""1Y6vhIF0Ul7T4AGsHxaHfCG1nHD""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:06:15.211
"""1Y6vyLhtNz3bKnVRlCdbaTZjK4P""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:08:30.88
"""1Y6vfiwpfx0zw1Tarz8xjWHpFpM""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-21 09:06:02.851
"""1Y6viNm7wwyRVT4jUnma4o5DIr1""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 09:06:24.357
"""1Y6vhbM8ZBX7fGAMhheEghk1R8b""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 09:06:17.649
"""1Y6vgXEgujhCDtIkKX6rudF0PoV""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 09:06:07.898
"""1Y6xDa3Gd8P0MFur5pP4iHIpqFn""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:18:45.179
"""1Y6vzT7BMGLuGYGnfPbI2UcltRr""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:08:40.175
"""1Y6viasGywNCP1myJ1csIsUTptD""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-21 09:06:26.586
"""1Y6vhvyyUEwocMCumbqlPeGMHJK""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-21 09:06:19.952
"""1Y6vydPpNpf5LRBAjGOt22XCpe9""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-21 09:08:33.295
"""1Y6vj3favkld04AwCWasFRQlE40""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:06:28.679
"""1Y6vysFkQspLxkDXPhXclgLiwHi""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-21 09:08:35.426
"""1Y6vzlLFZFnEByX2AWQgGNxZwoF""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:08:42.24
"""1Y6xE9DyNYge1cqdhDOMTOCONFC""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 09:18:49.752
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 18:51:44.371
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 18:51:38.093
"""1Y85u0SoExEnY24OkBdJv05WNRG""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 18:59:58.248
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 18:51:50.547
"""1Y869a3cX6feuS0DWB3CUypGWQw""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:02:02.608
"""1Y86eNdZfC2ZR2gYmR2p5BMlZEF""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:06:06.882
"""1Y8BJJ0p7XwBNxPdJb5zCUT0sqA""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:44:27.007
"""1Y8BIt0VBgldjPltdLUCXnNBAOi""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:44:22.826
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-21 19:54:16.995
"""1Y99mKyYs9FFMH2Cl9CId42ZbsU""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:01:39.832
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:54:24.165
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-21 19:54:31.036
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 03:17:29.956
"""1Y8CmUvY5AJtwLygYcvyC5CTDGI""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:56:32.487
"""1Y99mbCuQ96pUYy9OWtJKk6HfJq""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:01:42.035
"""1Y8F0X6iO8kqYkSlVnW4VDZow18""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 20:14:50.467
"""1YBzPxDpTQgd39obAZKzijpHwP8""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:05:52.956
"""1Y99mpn9FlJRLsoT8fVKhEaqTZ8""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:01:44.175
"""1YBzNrby01kIgr9RVqXm9GrM1Be""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-23 04:05:37.433
"""1YBzQgfuW7MNiUoBA9WZCUUvjo5""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-23 04:06:00.519
"""1YBzMi9Ah29YDTUYiFA2tA6fKFv""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:05:26.527
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-24 03:17:16.978
"""1YBzOXaAlAWuN9YcsqXX39b4CnB""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-23 04:05:42.686
"""1YBzNEbF3GspFaT4zE54zbk0aGW""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-23 04:05:32.27
"""1YBzQ7RUgKBOdz1Bbjplyf1btIz""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:05:56.126
"""1YBzRVItEQVM1GSbZqHGFLFWsuR""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:06:07.236
"""1YBzPIS5yssfi8mJixloTCIAPKf""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-23 04:05:47.853
"""1YBzQze1aK56XrYp2QB6izWkNbH""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-23 04:06:02.641
"""1YBzQRIqldoTno6I2tjp3GxWKkw""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-23 04:05:58.303
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-24 03:17:24
"""1YBzRnR27P4SHfCwaYWjT2q38z0""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:06:09.561
"""1YBzRGBPZb59xiLvKjPV0LKLGOO""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-23 04:06:05.003
"""1YEm7mvfldxtwA9ACYO3fd4MA76""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 03:46:01.216
"""1YEobjx8XaNI3sBj6U2YeXsQwHe""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 04:06:27.306
"""1YEobV4hoQ1c9mJ63AO0XShVNJJ""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-24 04:06:24.291
"""1YEorBIwxuDwy02RGnYEl9TVjDu""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-24 04:08:30.115
"""1YEorxqX2z9vUZ1zpU3hAVLKkNV""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-24 04:08:35.845
"""1Y8BnvPu1Pw5QornOy4kUY2N2xR""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:48:30.238
"""1Y8C3hQUmIBLjvhLcTL5Lj2cvZ9""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:50:34.626
"""1Y8E0x8v8VsSt3hx7eoy4pZUCHh""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 20:06:40.784
"""1YBzSoQQShbhWyf4KFlOUsOynkV""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-23 04:06:16.64
"""1Y9AZuIvNVhMedXUr2s2UyvauKR""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:08:13.537
"""1Y9A2E96Moyoua0pIX2XoMl4HmW""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:03:46.369
"""1YBzUNveIiYr5SnsttKAMmPhSKu""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:06:29.333
"""1YBzXoRpPGYnZjVPdR0iu8LJoSF""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:06:56.465
"""1Y9A2WPCVo9Kb1bksYFo46WWPLI""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:03:48.763
"""1Y9Aaf3fmBNhXwAn3xDKOPg0WH5""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:08:19.147
"""1YBzZGHrbTPA75taZfWLVtJYrtp""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-23 04:07:08.476
"""1Y9A3Bp9JbjpkWAYIZ6iCDhhlec""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:03:53.101
"""1YBzam11OBNYCoYNQfc6AFJZXzD""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:07:19.966
"""1Y9AbDaguWuoUT7JOvdhssi9IHe""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:08:24.088
"""1Y9A3ndgDiJtS8QYbGmau3SnKlF""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:03:58.363
"""1Y9A4Ur5QNPlVHx9paY2uimRdAu""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:04:03.491
"""1Y9AbVZwu5N1BEFZPyXgnH4XmXR""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:08:27.546
"""1Y9A54pIWx8wzdTS7Azx0m0wrzc""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:04:08.412
"""1Y9AbsRJl2BJpljMSXrFz12sPfu""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:08:29.673
"""1YC0KtpsASuEOk9MgMdfzg16XZs""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:13:26.396
"""1YBzSBBGdJW8HJ39UonXH6PSseD""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:06:11.949
"""1YC0KTPvJXwJTq1wlx6Z9hPdxXv""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-23 04:13:24.022
"""1YC0Lf0nVA3EWFtlp2TRdf3u7Vs""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-23 04:13:32.395
"""1YC0LHfa5Sbrq6iJcwQvptCvJ1g""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:13:29.767
"""1YC0Lqc8oHoWEl7Jr8buTNzRnMY""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-23 04:13:35.003
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-24 03:23:36.288
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-24 03:23:42.383
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 03:23:48.372
"""1YEktH4DyPkCoq563czakP7z5mR""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 03:35:51.854
"""1YEn7O0dEbhKbSymM3nQZ7zVHMm""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-24 03:54:11.118
"""1Y8D22DZ4WbMynRtAgzybQ8Y3dz""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 19:58:35.797
"""1Y8DWXIZL6CeQxJaGQfz6VXMrgY""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 20:02:38.613
"""1Y8EVM1rzNZhIPvGCSVXnmJ0UWj""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 20:10:43.142
"""1Y8EkvrtIALS4wBi2pHegoAiEFy""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-21 20:12:46.412
"""1Y9ArTqluiQIXHcuHP3xI47wEvm""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:10:32.812
"""1Y9AryZTlyQ0jmKIG43vGjKbLuB""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:10:36.984
"""1Y9AsIStGVYqV9Np5i8QVBDiMAN""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:10:40.552
"""1Y9AsXG2L2NdVZQH7YPuJ7bhvLN""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:10:43.155
"""1Y9AsyJvnwn6ZWQQ8QsQSTfie0c""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:10:45.803
"""1Y9AtLqtvaBrwBjsUzWeqcq5exC""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:10:48.404
"""1Y9AtbTzCSrHr4Qe5OyQzbO2c1P""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:10:50.864
"""1Y9BCADccZXKUiD7rAHg70JftA6""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:13:17.969
"""1Y9BCtdqNvzNv8v07p4UMmzncWQ""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:13:25.533
"""1Y9B9TaH5nyBRriZdywjqZXP1u0""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:12:55.448
"""1Y9BAB9lbmzXF68P4sEXkcezMHr""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:13:01.352
"""1Y9BApCQdHkyaxuP9ru8IX09yTA""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:13:07.184
"""1Y9BBUmjdZZAEpHtKPOat8e9ozc""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:13:12.653
"""1Y9BDZDGRbtx2tvluSBag621kGZ""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:13:29.917
"""1Y9BCgvcy05ZpDFIm0TLrFimuYg""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:13:23.134
"""1Y9BDmJfZL79sxppKrSIKMIFw5v""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:13:32.332
"""1Y9BDFyJVsIf3uODhqlPgpJiYsx""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:13:27.697
"""1Y9BEF6Fk49hA5vKIT23pZxRhsI""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:13:34.629
"""1Y9BEVoJS9OtpCJGxzNqnzumzOl""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:13:36.96
"""1Y9BEjeiIt6ZkSQp3YgVYkIYwqA""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{c1e4ca5a-07cd-4d57-9663-34f56529ec80},2020-02-22 04:13:39.284
"""1Y9BF4JT9B1gbxOXsOthN5gzQbT""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-22 04:13:41.542
"""1Y9BFLQrznXtJtF7aUzw4ahSOT7""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{6cec0558-605e-4d5a-a1ac-6a1ce3929780},2020-02-22 04:13:43.877
"""1Y9BFdBsN96jGQNGKZ7bS6rcD48""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 04:13:46.346
"""1Y9BFzaVOsGmCwHPvqHzw4q5e31""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{f43d7e3f-fc67-42d0-9881-0ab0c0a77d18},2020-02-22 04:13:48.84
"""1Y9BGFiboLPsHwY8e11V0tsUnU7""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{714097a3-0268-4a0c-b5cf-e51e6e6ba7cd},2020-02-22 04:13:50.943
"""1YC0cuPqFay3hZaIeTjmwQoVkLQ""",30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,{35e22be1-1fa1-45ae-b735-9be5150056a9},2020-02-23 04:15:51.42
,401b9e43-587f-486a-b08a-782dfe30d2da,SELG,{eb695800-91df-4902-869c-09bb624a4b43},2020-02-22 03:15:58.817
